temp,mu,size,NC,Ea,ctag_max,phot,resp,totp,chlvol,ilpd,icbd,ichl,icha,itr,ilpb,irib,irub,clip,ctr,cp,cup,cri,cli,cgu,ctag,ctot,vtr,Qc,Qn,cic,vgl,DIN,light,vlb,D,esp,cin,pgl,pld,plb,pre,vri,vd,itag
17.674212790000013,0.37998157911544816,0.0017601402427118978,1.8288514699665362e6,0.85,8.0e6,1.3643217902201998e8,4.189645715869401e7,2.742798544016032e12,355014.8795471021,0.0,0.1396725978527657,0.06474121129956117,0.011790776225699245,0.0013623073532960047,0.08673546827537175,0.05882602453556326,0.13687161445774287,6.816004042262155e9,64862.04674864405,291751.19642604014,63263.68312106194,151067.7409631327,3.5468700372732024e-29,5.027574859043281e9,8.000199633668946e6,3.0293452348398384e10,6.650649067589845e6,2.6408585013556662e11,2.5237187892018845e10,6.367201933592158e7,4.189645715869401e7,4.366446000000001,300.0,2.881106564140104e7,3.2865431102212827e12,-1.7511754983575054e7,1.0501386390941845e7,457029.034452612,8.59803587965454e-33,314335.9229776883,92473.20381554643,1.3141570939599883e7,1.2588560861477304e7,0.0011723614684398785
17.06451002,0.3625537221653957,0.002042790238835938,1.146170958739577e6,0.85,8.0e6,1.1360235554381639e8,3.4665930221535295e7,2.4167248713483335e12,293632.6181123118,0.0,0.14088031495032716,0.06078327765382466,0.010832019555348342,0.0013527502981401324,0.08694159742349668,0.060279586011191204,0.13893045410767188,5.872888416931886e9,56739.77818773303,242348.75169174946,51283.86642056232,136372.5443731135,0.0,4.159911626584235e9,8.000199590066874e6,2.508747295294648e10,5.622706882507361e6,2.289650852835019e11,2.236591522579614e10,6.0267143811890274e7,3.4665930221535295e7,4.6885,300.0,2.369042286177932e7,2.866499358562528e12,-1.1202119275531609e7,1.0037552009411588e7,406104.06932798214,0.0,277574.3625520601,74840.62229672106,1.1046165759140171e7,9.298183740967365e6,0.0013603725749185018
16.331940099999997,0.3117401122140919,0.7099953459330803,0.13513134938672536,0.85,8.0e6,333825.3830783136,102361.33413388286,1.15125353330591e10,896.9531084345674,0.0,0.13977954759036246,0.057243808755042876,0.012104669701829525,0.0012216129070936887,0.09485272214422835,0.05761798203188554,0.13717965686955755,1.689733106205968e7,166.19755975923806,713.4611048590583,183.49200357550916,422.8007617300498,4.74109660377795e-34,1.2283360096065944e7,5.246950551735623e6,1.5765136940416563e8,15795.170308722647,9.546542495284566e8,1.064680546062731e8,3.348522537740589e6,102361.33413388286,4.980754,300.0,76702.89816870807,1.285625521286373e10,0.7118635736425138,552112.6910053296,1306.9280911104825,1.3451850928271484e-37,982.2512034458342,271.2701033455587,30807.24837851562,36220.3243619267,0.23694381435552694
15.519930129999977,0.31998188351712387,0.0014060858336245553,3.328162454160521e6,0.85,8.0e6,1.511803045858505e8,4.560003111423785e7,3.726310634430513e12,384940.6255506733,0.0,0.1441005644305814,0.05165217984436439,0.008709091461469535,0.0013224070922320085,0.08664497529750446,0.0638040427755015,0.14376673909834675,8.532173278754142e9,85569.71312564924,321102.20210566814,63838.42344500514,222684.39843998718,0.0,5.472003733708542e9,8.000199459276312e6,3.296002559359967e10,7.75824643904008e6,3.389274613234629e11,3.4947592095542915e10,7.490715931898203e7,4.560003111423785e7,5.207396,300.0,3.0363342168019082e7,4.3179434263326147e12,-3.435072790490491e7,1.3019203757605936e7,640822.3057653867,0.0,426756.3861920169,92829.4370965098,1.5040057242117504e7,9.128940894298287e6,0.0009367724765405818
14.628305599999976,0.2724604314049415,0.7194475187714942,0.13850144716238494,0.85,8.0e6,296501.11810832383,90550.09980150327,1.1902673558780802e10,797.176790386073,0.0,0.14412508000766025,0.048460478545994126,0.010485381147989631,0.001195668388705916,0.09218470097959286,0.06153192226773387,0.14201676866232327,1.6675161843066756e7,170.77626375959636,632.7197063363628,164.45708404971015,474.0279287910484,7.194925220547689e-36,1.0866011976180391e7,4.452600203678271e6,1.3643767511593467e8,14692.72899259317,9.47716762130433e8,1.1116008026856166e8,3.445881217211794e6,90550.09980150327,5.362966999999999,300.0,63960.87957638407,1.3092241635459288e10,0.724930382041713,598601.4570820683,1414.7293186601332,2.498033115219421e-39,1002.2068159314242,246.6942014477029,28267.62965120647,27145.085548180166,0.2107464195131943
13.707291489999989,0.2735877351709725,0.0012522425138986955,4.392151123807132e6,0.85,8.0e6,1.5302686570241705e8,4.58148618021705e7,4.522529395254688e12,383933.1810387261,0.0,0.1480368687951479,0.04243972060117198,0.006702922542900567,0.0012758624134844242,0.0850445333700478,0.0677032016029656,0.14879689067428176,9.580282893705439e9,100215.93611958915,324117.712635282,59815.468403444094,286832.8166629286,0.0,5.49778341626046e9,8.0001992537979055e6,3.3114703685623528e10,8.163499143664397e6,3.920512483697273e11,4.300121759916126e10,8.250041869454665e7,4.58148618021705e7,5.486573,300.0,2.914707395089828e7,5.118244013005897e12,-4.8630204107684165e7,1.5097852229954995e7,799134.475099018,0.0,508465.02721609775,86727.15583978787,1.5609851114494476e7,6.455326797969527e6,0.0008343724498156009
12.776468260000001,0.25152419759451755,0.0012365632788183811,4.386931043156415e6,0.85,8.0e6,1.4692486040137652e8,4.390875038653115e7,4.781393971765957e12,366195.515578114,0.0,0.15009767817074116,0.03828578727053187,0.005846057247743378,0.0012479186591519724,0.08376309725735134,0.06961896410999906,0.15114049728448123,9.70170371106067e9,103636.2121066252,310983.479600504,55212.035977610045,311845.5109909125,2.2323649331761964e-19,5.2690500463837385e9,8.000199120474798e6,3.1742303464230026e10,7.985492943571053e6,4.0439032224985486e11,4.5751214565793236e10,8.466978292876653e7,4.390875038653115e7,5.613995999999999,300.0,2.713583872097904e7,5.353301115697491e12,-5.050360554881089e7,1.5937480367985427e7,856675.3272308724,9.678718518100352e-23,529492.3875558381,79973.531814906,1.5173096411650885e7,5.1501584281455e6,0.0008239385252593155
11.866654069999981,0.21521038443956836,0.7426892115679288,0.14377695781044636,0.85,8.0e6,242331.02317295843,73789.89153148532,1.26066509199193e10,652.8121296443288,0.0,0.15083072267945294,0.036552909212284504,0.008185377235282025,0.001135327418296825,0.08661424409159252,0.06762021726052035,0.14906120210257087,1.61530622678104e7,176.05047727623065,516.5485170654202,136.26361257890855,565.5608381396088,4.691366619475665e-36,8.854786983778238e6,3.418758253879645e6,1.0782885396474375e8,12844.835218706437,9.428941752682022e8,1.1945291641310358e8,3.58673774943275e6,73789.89153148532,5.7903649999999995,300.0,46800.65576262051,1.3580676467940214e10,0.7519755142338393,682269.972879729,1607.3961528070115,2.2709779224479423e-39,1022.320666782212,209.08011923554807,24240.886396458267,16695.411347400324,0.1746775804576218
11.149333539999986,0.21601048498304273,0.0011495323856695037,5.073215448179177e6,0.85,8.0e6,1.440543946923953e8,4.302385068061761e7,5.573072205120589e12,355379.583437889,0.0,0.1537291120242082,0.031873466855852836,0.0045859307364209635,0.001193331429088566,0.08087869183236374,0.07284496029499413,0.1548945068270716,1.0436116120907942e10,115524.4905311061,304836.12197014986,50543.46146773915,380363.803052032,1.951322270767067e-35,5.162862081674113e9,8.000198829543674e6,3.1105175671317375e10,8.074844397772516e6,4.514950406677507e11,5.386318950035326e10,9.054319278854977e7,4.302385068061761e7,6.073778,300.0,2.5067095904953405e7,6.135402598001108e12,-6.286483480767534e7,1.80185137389298e7,1.0227892005204472e6,1.030844940243396e-38,595976.0967538977,73130.4815786037,1.5189973193727879e7,3.6459678812957965e6,0.000766000548502581
10.750647990000004,0.19458254323584234,0.7556716391071232,0.14590679010148225,0.85,8.0e6,222701.29663012506,67812.6608363356,1.2919353661490362e10,600.588174423013,0.0,0.15345040096516185,0.03248987607129985,0.00737105131916831,0.0011043096734417307,0.08393405898450079,0.07000022047188566,0.15165008251454176,1.5875446624521188e7,177.2431302579869,474.70621725864777,125.88195716436528,605.9888451430087,0.0,8.137519300360273e6,3.0737991554306936e6,9.800590228905272e7,12103.78262570316,9.428935952420356e8,1.2308003227912292e8,3.637198711081946e6,67812.6608363356,6.517893,300.0,40968.80484735838,1.381743852768624e10,0.7650852691611182,719871.4412575094,1692.6360824041883,0.0,1025.4122491208086,194.8793978569469,22685.669609346347,13636.99194019044,0.16221221631326055
